50,34.042808219178085,"[[1, 1, 1, 2, 7, 62], [3, 7, 15, 33, 66, 126], [1, 1, 1, 3, 8, 33], [1, 2, 2, 12, 42, 115], [2, 6, 14, 31, 53, 109], [2, 4, 6, 29, 62, 132], [6, 16, 21, 41, 74, 127], [3, 5, 10, 36, 70, 131], [1, 4, 10, 27, 58, 128], [3, 8, 14, 34, 81, 138], [3, 3, 8, 19, 47, 109], [2, 3, 4, 17, 50, 130], [2, 3, 4, 11, 25, 84], [1, 2, 3, 13, 30, 73], [1, 3, 5, 16, 31, 93]]"
50,34.042808219178085,"[[2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [3, 3, 3, 3, 3, 3], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [2, 2, 2, 2, 2, 2], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [2, 2, 2, 2, 2, 2], [1, 1, 1, 1, 1, 1]]"
50,34.042808219178085,"[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [2, 2, 2, 2, 2, 2], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]"
90,34.042808219178085,"[[1, 1, 1, 1, 1, 1], [2, 2, 2, 2, 2, 2], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [2, 2, 2, 2, 2, 2], [1, 1, 1, 1, 1, 1], [2, 2, 2, 2, 2, 2], [2, 2, 2, 2, 2, 2], [1, 1, 1, 1, 1, 1], [1, 2, 2, 2, 3, 3]]"
100,34.042808219178085,"[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [2, 2, 2, 2, 2, 2], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [2, 2, 2, 2, 2, 2], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [2, 2, 2, 2, 2, 2], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]"
50,34.042808219178085,"[[2, 3, 8, 27, 62, 115], [1, 2, 2, 10, 20, 91], [2, 5, 11, 27, 60, 126], [1, 2, 6, 20, 46, 95], [1, 2, 4, 16, 40, 118], [2, 4, 8, 14, 38, 101], [4, 5, 12, 36, 76, 137], [3, 4, 7, 20, 53, 119], [2, 3, 9, 25, 56, 114], [2, 2, 2, 9, 25, 66], [3, 6, 13, 40, 79, 136], [1, 3, 6, 17, 40, 108], [2, 8, 13, 38, 73, 137], [2, 3, 4, 10, 28, 90], [2, 4, 7, 23, 52, 118]]"
90,34.042808219178085,"[[2, 3, 6, 10, 13, 42], [2, 3, 3, 6, 11, 49], [1, 1, 1, 1, 2, 9], [2, 2, 3, 4, 4, 10], [1, 2, 2, 3, 6, 15], [3, 3, 5, 8, 15, 39], [1, 1, 1, 3, 6, 23], [3, 3, 4, 6, 16, 49], [1, 2, 2, 3, 8, 35], [1, 1, 1, 1, 1, 6], [1, 1, 2, 3, 4, 17], [1, 1, 1, 2, 3, 3], [1, 1, 2, 4, 6, 27], [2, 2, 3, 3, 6, 23], [3, 5, 6, 18, 27, 73]]"
100,34.042808219178085,"[[1, 1, 2, 2, 4, 8], [2, 3, 3, 8, 16, 31], [1, 2, 3, 5, 8, 23], [1, 1, 5, 10, 15, 36], [1, 3, 3, 4, 8, 19], [1, 2, 2, 5, 9, 25], [2, 4, 4, 11, 14, 43], [1, 2, 2, 4, 6, 17], [2, 4, 5, 7, 12, 31], [1, 1, 1, 1, 2, 4], [1, 1, 1, 2, 2, 4], [1, 2, 2, 2, 3, 7], [3, 4, 4, 11, 16, 33], [1, 2, 3, 4, 7, 16], [1, 1, 1, 3, 8, 27]]"
0,105.56028368794327,"[[1, 2, 2, 7, 12, 48], [2, 3, 4, 8, 10, 30], [2, 2, 2, 2, 5, 14], [2, 3, 5, 11, 22, 55], [3, 4, 6, 15, 28, 69], [2, 3, 4, 12, 27, 66], [3, 5, 7, 15, 29, 50], [1, 1, 1, 3, 3, 9], [1, 1, 1, 3, 8, 27], [1, 3, 6, 10, 25, 49], [1, 2, 3, 7, 10, 33], [2, 3, 4, 7, 10, 24], [1, 5, 11, 15, 16, 27], [2, 2, 4, 7, 8, 23], [1, 1, 1, 2, 2, 3]]"
50,34.042808219178085,"[[3, 4, 9, 21, 37, 100], [3, 4, 7, 23, 66, 114], [1, 1, 1, 5, 20, 89], [1, 1, 4, 8, 20, 54], [3, 7, 15, 31, 69, 131], [1, 1, 1, 3, 5, 32], [2, 3, 4, 11, 19, 64], [1, 2, 4, 12, 29, 109], [1, 2, 6, 18, 50, 124], [1, 2, 3, 11, 28, 104], [1, 3, 5, 13, 30, 95], [3, 6, 13, 32, 67, 130], [1, 1, 1, 1, 4, 29], [1, 1, 4, 8, 24, 101], [2, 5, 9, 31, 85, 136]]"
90,34.042808219178085,"[[1, 1, 1, 3, 9, 28], [3, 5, 9, 15, 28, 65], [2, 2, 2, 4, 7, 27], [2, 2, 2, 4, 5, 12], [1, 1, 4, 6, 10, 34], [1, 1, 1, 1, 1, 2], [2, 3, 3, 6, 12, 37], [1, 1, 1, 3, 6, 16], [2, 2, 9, 18, 34, 71], [1, 1, 2, 3, 5, 28], [1, 1, 2, 3, 7, 24], [2, 2, 2, 7, 10, 29], [3, 3, 4, 9, 16, 50], [1, 2, 2, 7, 14, 44], [1, 1, 1, 1, 2, 7]]"
100,34.042808219178085,"[[1, 1, 1, 2, 3, 8], [2, 5, 6, 10, 16, 44], [2, 3, 4, 4, 8, 24], [1, 1, 2, 5, 7, 21], [1, 1, 1, 2, 6, 15], [1, 2, 2, 2, 2, 3], [1, 1, 3, 5, 6, 16], [1, 1, 1, 3, 7, 18], [1, 2, 2, 4, 6, 20], [1, 1, 1, 1, 1, 1], [2, 2, 2, 8, 12, 25], [1, 1, 1, 2, 3, 5], [1, 1, 2, 2, 5, 16], [1, 1, 1, 1, 1, 1], [1, 1, 2, 4, 7, 24]]"
0,105.56028368794327,"[[2, 3, 6, 10, 22, 45], [1, 3, 3, 5, 13, 39], [2, 2, 2, 2, 4, 18], [3, 7, 9, 17, 31, 56], [1, 2, 5, 10, 23, 40], [2, 2, 2, 7, 10, 22], [2, 3, 6, 9, 22, 42], [1, 1, 1, 4, 6, 16], [1, 1, 1, 2, 4, 17], [1, 1, 1, 1, 4, 20], [1, 2, 3, 7, 15, 32], [4, 5, 8, 18, 28, 59], [1, 1, 2, 3, 5, 9], [1, 3, 4, 8, 14, 36], [1, 1, 2, 8, 17, 40]]"
